"","X","Semester","Banyak","namaPT","namaProdi","statusProdi","tanggalBerdiri"
"22841",22841,"Genap 2010","123","Akademi Maritim Nasional Jaya","Ketatalaksanaan Pelayaran Niaga Dan Kepel","Aktif","23 September 1967"
"22842",22842,"Ganjil 2010","89","Akademi Maritim Nasional Jaya","Ketatalaksanaan Pelayaran Niaga Dan Kepel","Aktif","23 September 1967"
"22843",22843,"Genap 2009","93","Akademi Maritim Nasional Jaya","Ketatalaksanaan Pelayaran Niaga Dan Kepel","Aktif","23 September 1967"
"22844",22844,"Ganjil 2009","93","Akademi Maritim Nasional Jaya","Ketatalaksanaan Pelayaran Niaga Dan Kepel","Aktif","23 September 1967"
"22845",22845,"Ganjil 2017","284","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22846",22846,"Genap 2016","300","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22847",22847,"Ganjil 2016","265","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22848",22848,"Genap 2015","219","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22849",22849,"Ganjil 2015","404","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22850",22850,"Genap 2014","381","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22851",22851,"Ganjil 2014","364","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22852",22852,"Genap 2013","407","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22853",22853,"Ganjil 2013","614","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22854",22854,"Genap 2012","475","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22855",22855,"Ganjil 2012","468","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22856",22856,"Genap 2011","443","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22857",22857,"Ganjil 2011","443","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22858",22858,"Genap 2010","469","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22859",22859,"Ganjil 2010","246","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22860",22860,"Genap 2009","297","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22861",22861,"Ganjil 2009","297","Akademi Maritim Nasional Jaya","Nautika","Aktif","8 September 1995"
"22862",22862,"Genap 2016","33","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22863",22863,"Ganjil 2016","37","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22864",22864,"Genap 2015","26","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22865",22865,"Ganjil 2015","28","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22866",22866,"Genap 2014","26","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22867",22867,"Ganjil 2014","47","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22868",22868,"Genap 2013","36","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22869",22869,"Ganjil 2013","44","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22870",22870,"Genap 2012","39","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22871",22871,"Ganjil 2012","46","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22872",22872,"Genap 2011","53","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22873",22873,"Ganjil 2011","70","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22874",22874,"Genap 2010","67","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22875",22875,"Ganjil 2010","68","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22876",22876,"Genap 2009","51","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22877",22877,"Ganjil 2009","52","Akademi Bahasa Asing Borobudur","Bahasa Inggris","Aktif","11 Maret 1972"
"22878",22878,"Genap 2016","32","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22879",22879,"Ganjil 2016","35","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22880",22880,"Genap 2015","34","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22881",22881,"Ganjil 2015","40","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22882",22882,"Genap 2014","60","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22883",22883,"Ganjil 2014","65","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22884",22884,"Genap 2013","53","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22885",22885,"Ganjil 2013","60","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22886",22886,"Genap 2012","49","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22887",22887,"Ganjil 2012","52","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22888",22888,"Genap 2011","55","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22889",22889,"Ganjil 2011","66","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22890",22890,"Genap 2010","54","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22891",22891,"Ganjil 2010","54","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22892",22892,"Genap 2009","44","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22893",22893,"Ganjil 2009","45","Akademi Bahasa Asing Borobudur","Bahasa Jepang","Aktif","28 Desember 1991"
"22894",22894,"Genap 2012","19","Akademi Bahasa Asing Borobudur","Bahasa Perancis","Aktif","28 Desember 1991"
"22895",22895,"Ganjil 2012","58","Akademi Bahasa Asing Borobudur","Bahasa Perancis","Aktif","28 Desember 1991"
"22896",22896,"Genap 2011","53","Akademi Bahasa Asing Borobudur","Bahasa Perancis","Aktif","28 Desember 1991"
"22897",22897,"Ganjil 2011","55","Akademi Bahasa Asing Borobudur","Bahasa Perancis","Aktif","28 Desember 1991"
"22898",22898,"Genap 2010","47","Akademi Bahasa Asing Borobudur","Bahasa Perancis","Aktif","28 Desember 1991"
"22899",22899,"Ganjil 2010","47","Akademi Bahasa Asing Borobudur","Bahasa Perancis","Aktif","28 Desember 1991"
"22900",22900,"Genap 2009","42","Akademi Bahasa Asing Borobudur","Bahasa Perancis","Aktif","28 Desember 1991"
"22901",22901,"Ganjil 2009","47","Akademi Bahasa Asing Borobudur","Bahasa Perancis","Aktif","28 Desember 1991"
"22903",22903,"Genap 2015","5","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22904",22904,"Ganjil 2015","30","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22905",22905,"Genap 2014","20","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22906",22906,"Ganjil 2014","32","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22907",22907,"Genap 2013","25","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22908",22908,"Ganjil 2013","25","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22909",22909,"Genap 2012","29","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22910",22910,"Ganjil 2012","29","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22911",22911,"Genap 2011","19","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22912",22912,"Ganjil 2011","18","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22913",22913,"Genap 2010","28","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22914",22914,"Ganjil 2010","28","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22915",22915,"Genap 2009","30","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22916",22916,"Ganjil 2009","30","Akademi Seni Rupa Dan Desain ISWI Jakarta","Desain Produk","Aktif","1 Agustus 1983"
"22917",22917,"Ganjil 2016","4","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22918",22918,"Genap 2014","50","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22919",22919,"Ganjil 2014","61","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22920",22920,"Genap 2013","56","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22921",22921,"Ganjil 2013","77","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22922",22922,"Genap 2012","91","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22923",22923,"Ganjil 2012","93","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22924",22924,"Genap 2011","48","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22925",22925,"Ganjil 2011","56","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22926",22926,"Genap 2010","57","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22927",22927,"Ganjil 2010","66","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22928",22928,"Genap 2009","84","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22929",22929,"Ganjil 2009","111","Akademi Bahasa Asing Nasional Jakarta","Bahasa Inggris","Aktif","17 April 1974"
"22930",22930,"Ganjil 2017","249","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22931",22931,"Genap 2016","246","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22932",22932,"Ganjil 2016","242","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22933",22933,"Genap 2015","175","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22934",22934,"Ganjil 2015","209","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22935",22935,"Genap 2014","164","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22936",22936,"Ganjil 2014","163","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22937",22937,"Genap 2013","128","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22938",22938,"Ganjil 2013","147","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22939",22939,"Genap 2012","154","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22940",22940,"Ganjil 2012","161","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22941",22941,"Genap 2011","79","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22942",22942,"Ganjil 2011","86","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22943",22943,"Genap 2010","69","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22944",22944,"Ganjil 2010","72","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22945",22945,"Genap 2009","66","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22946",22946,"Ganjil 2009","73","Akademi Bahasa Asing Nasional Jakarta","Bahasa Korea","Aktif","12 Desember 2005"
"22947",22947,"Ganjil 2014","13","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22948",22948,"Genap 2013","250","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22949",22949,"Ganjil 2013","257","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22950",22950,"Genap 2012","285","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22951",22951,"Ganjil 2012","291","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22952",22952,"Genap 2011","245","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22953",22953,"Ganjil 2011","246","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22954",22954,"Genap 2010","175","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22955",22955,"Ganjil 2010","177","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22956",22956,"Genap 2009","123","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22957",22957,"Ganjil 2009","125","Akademi Litigasi Indonesia Pengayoman","Administrasi Peradilan","Alih Bentuk","7 September 1987"
"22958",22958,"Ganjil 2017","29","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22959",22959,"Genap 2016","7","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22960",22960,"Genap 2015","47","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22961",22961,"Ganjil 2015","55","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22962",22962,"Genap 2014","49","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22963",22963,"Ganjil 2014","49","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22964",22964,"Genap 2013","53","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22965",22965,"Ganjil 2013","53","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22966",22966,"Genap 2012","60","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22967",22967,"Ganjil 2012","60","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22968",22968,"Genap 2011","66","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22969",22969,"Ganjil 2011","66","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22970",22970,"Genap 2010","53","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22971",22971,"Ganjil 2010","53","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22972",22972,"Genap 2009","37","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22973",22973,"Ganjil 2009","38","Akademi Keuangan Dan Perbankan Borobudur","Keuangan Dan Perbankan","Aktif","11 Maret 1971"
"22976",22976,"Genap 2017","1","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22977",22977,"Ganjil 2017","72","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22978",22978,"Genap 2016","8","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22979",22979,"Genap 2016","97","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22980",22980,"Ganjil 2016","100","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22981",22981,"Genap 2015","111","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22982",22982,"Ganjil 2015","121","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22983",22983,"Genap 2014","140","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22984",22984,"Ganjil 2014","123","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22985",22985,"Genap 2013","104","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22986",22986,"Ganjil 2013","107","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22987",22987,"Genap 2012","81","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22988",22988,"Ganjil 2012","83","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22989",22989,"Genap 2011","30","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22990",22990,"Ganjil 2011","33","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22991",22991,"Genap 2010","53","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22992",22992,"Ganjil 2010","55","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22993",22993,"Genap 2009","47","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22994",22994,"Ganjil 2009","58","Akademi Pariwisata Indonesia Jakarta","Usaha Perjalanan Wisata","Aktif","11 Agustus 1981"
"22995",22995,"Ganjil 2017","42","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","22 November 2016"
"22996",22996,"Genap 2017","7","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"22997",22997,"Ganjil 2017","866","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"22998",22998,"Genap 2016","41","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"22999",22999,"Genap 2016","770","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23000",23000,"Ganjil 2016","787","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23001",23001,"Genap 2015","689","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23002",23002,"Ganjil 2015","667","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23003",23003,"Genap 2014","607","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23004",23004,"Ganjil 2014","638","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23005",23005,"Genap 2013","539","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23006",23006,"Ganjil 2013","553","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23007",23007,"Genap 2012","430","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23008",23008,"Ganjil 2012","430","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23009",23009,"Genap 2011","340","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23010",23010,"Ganjil 2011","339","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23011",23011,"Genap 2010","321","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23012",23012,"Ganjil 2010","333","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23013",23013,"Genap 2009","278","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23014",23014,"Ganjil 2009","308","Akademi Pariwisata Indonesia Jakarta","Perhotelan","Aktif","11 Agustus 1981"
"23015",23015,"Ganjil 2017","9","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23016",23016,"Genap 2016","13","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23017",23017,"Ganjil 2016","13","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23018",23018,"Genap 2015","25","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23019",23019,"Ganjil 2015","25","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23020",23020,"Genap 2014","35","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23021",23021,"Ganjil 2014","36","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23022",23022,"Genap 2013","33","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23023",23023,"Ganjil 2013","41","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23024",23024,"Genap 2012","42","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23025",23025,"Ganjil 2012","42","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23026",23026,"Genap 2011","24","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23027",23027,"Ganjil 2011","30","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23028",23028,"Genap 2010","31","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23029",23029,"Ganjil 2010","26","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23030",23030,"Genap 2009","20","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23031",23031,"Ganjil 2009","22","Akademi Manajemen Perusahaan Jayabaya","Manajemen Perusahaan","Aktif","17 Agustus 1983"
"23032",23032,"Genap 2017","59","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23033",23033,"Ganjil 2017","197","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23034",23034,"Genap 2016","209","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23035",23035,"Ganjil 2016","217","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23036",23036,"Genap 2015","235","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23037",23037,"Ganjil 2015","245","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23038",23038,"Genap 2014","226","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23039",23039,"Ganjil 2014","225","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23040",23040,"Genap 2013","170","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23041",23041,"Ganjil 2013","176","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23042",23042,"Genap 2012","116","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23043",23043,"Ganjil 2012","120","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23044",23044,"Genap 2011","108","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23045",23045,"Ganjil 2011","110","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23046",23046,"Genap 2010","119","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23047",23047,"Ganjil 2010","122","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23048",23048,"Genap 2009","139","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23049",23049,"Ganjil 2009","146","Akademi Perawatan RS PGI Cikini","Keperawatan","Aktif","1 Januari 1969"
"23050",23050,"Ganjil 2017","56","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23051",23051,"Genap 2016","60","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23052",23052,"Ganjil 2016","39","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23053",23053,"Genap 2015","68","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23054",23054,"Ganjil 2015","73","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23055",23055,"Genap 2014","67","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23056",23056,"Ganjil 2014","82","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23057",23057,"Genap 2013","168","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23058",23058,"Ganjil 2013","67","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23059",23059,"Genap 2012","47","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23060",23060,"Ganjil 2012","50","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
"23061",23061,"Genap 2011","51","Akademi Teknologi Grafika Indonesia Jakarta","Teknik Grafis","Aktif","30 September 1965"
